Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
T10,2008,PQ04,Highest qualification,Level 5 or level 6 Diploma,19.9,29.9,36.8,31.1,36.7,36.9,43,53.1,56.2,51.2,394.8,*,*,*,*,*,*,*,,*,,,35.7,30.6,25.5,30.6,30.6,25.5,30.6,20.4,25.5,20.4,10.2,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ05,Highest qualification,Bachelor Degree & Level 7,14.8,18.2,18.5,14.4,21.8,28.6,31.9,33.9,55.5,64.3,302.1,*,*,*,*,*,*,*,*,*,*,,40.8,40.8,51,40.8,30.6,30.6,30.6,30.6,25.5,20.4,10.2,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ06,Highest qualification,Postgraduate & Honours Degrees,3.3,9.3,6.4,5,5.8,3.5,8.7,15.5,23.6,31,112.2,**,**,**,**,**,***,**,**,*,*,,81.6,61.2,51,71.4,71.4,158.1,66.3,56.1,35.7,25.5,20.4,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ07,Highest qualification,Masters Degree,3.1,5.3,4.4,,3.9,2.4,6.8,6.2,12.6,30.7,77.2,**,**,**,S,**,**,**,**,*,*,,76.5,91.8,81.6,,76.5,81.6,66.3,56.1,40.8,30.6,20.4,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ08,Highest qualification,Doctorate Degree,,,,,,4.5,,,,8.6,18.9,S,S,S,S,S,***,S,S,S,**,*,,,,,,102,,,,56.1,40.8,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ09,Highest qualification,Other Post-school,15.7,13.2,17.8,23.2,13.1,14,16.6,22.1,15.1,25,175.6,*,**,*,*,*,*,*,**,**,*,,45.9,51,45.9,40.8,45.9,45.9,45.9,61.2,56.1,35.7,15.3,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ10,Highest qualification,Other NZ Secondary School,5.2,,7.7,6.7,5.2,2,2.1,3,3.3,,37.5,**,S,**,**,**,**,***,**,**,,*,86.7,,71.4,56.1,76.5,96.9,107.1,91.8,91.8,,30.6,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ11,Highest qualification,Overseas Secondary School,32.1,25.8,30.2,21.5,15.4,21.4,15,9.2,5.3,5.5,181.4,*,*,*,*,*,*,*,**,**,**,,35.7,35.7,35.7,30.6,51,30.6,40.8,51,61.2,66.3,15.3,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PQ12,Highest qualification,Not Specified,,,3.2,4.3,,1.8,2.3,,,,20.4,S,S,**,***,S,***,**,S,S,S,*,,,91.8,102,,102,96.9,,,,40.8,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PL01,Labour force status,Employed,76.2,166.2,109.7,118,220.1,263.1,291.9,297.5,312.7,302.9,2158.3,*,,,,,,,,,,,25.5,10.2,15.3,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PL02,Labour force status,Unemployed,25.7,16.9,8.9,5.2,9.1,5.7,2.3,,,,77.4,*,*,**,**,**,**,***,S,S,S,,40.8,45.9,56.1,86.7,51,91.8,127.5,,,,20.4,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2008,PL03,Labour force status,Not in the Labour Force,224.8,143.9,208.1,205.5,100.4,58.2,31.8,26.2,14.5,25.5,1039,,,,,,*,*,*,*,*,,10.2,15.3,10.2,10.2,15.3,25.5,30.6,35.7,40.8,35.7,5.1,"Under    $2,300","$2,300 To   $10,899","$10,900 To   $15,299","$15,300 To   $20,599","$20,600 To   $28,199","$28,200 To   $35,399","$35,400 To   $43,299","$43,300 To   $53,399","$53,400 To   $70,999","$71,000 and Over"
T10,2009,PS01,Sex,Male,139.7,117.7,141.5,112.2,125.2,162.3,168.3,189,191.4,248.9,1596.3,,,,,,,,,,,,10.2,15.3,15.3,15.3,15.3,15.3,10.2,15.3,15.3,10.2,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PS02,Sex,Female,187.1,221.8,181.1,220.6,206.8,165.3,162.4,142.3,137.6,84.3,1709.4,,,,,,,,,,,,15.3,10.2,10.2,10.2,10.2,15.3,15.3,15.3,15.3,15.3,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,P999,Total People 15+,Total people 15+,326.8,339.5,322.6,332.8,332,327.5,330.7,331.4,329,333.3,3305.7,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA01,Age group,15-19,154.7,85.6,20.6,15.7,16.7,8.6,2.3,,,,305.5,,,*,*,*,**,**,S,,,,10.2,15.3,35.7,45.9,40.8,56.1,96.9,,,,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA02,Age group,20-24,27.3,58.1,22.1,21.7,40.3,43,31.3,23,11.2,5.5,283.4,*,*,*,*,*,*,*,*,**,**,,35.7,25.5,45.9,30.6,25.5,20.4,30.6,40.8,71.4,76.5,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA03,Age group,25-29,14.7,24.7,17.3,16.5,28.1,28.7,44.3,54.1,25.9,12,266.2,*,*,*,*,*,*,*,*,*,*,,45.9,35.7,35.7,40.8,25.5,30.6,25.5,25.5,30.6,51,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA04,Age group,30-34,16.5,25.6,17,18.1,23.8,31.2,33.7,29.3,43,28.7,266.9,*,*,*,**,*,*,*,*,,*,,35.7,35.7,35.7,51,35.7,35.7,25.5,30.6,20.4,30.6,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA05,Age group,35-39,21.8,26.9,17,23.5,24.6,36.9,35.3,38.1,45.7,39.5,309.2,*,*,**,*,*,*,*,*,*,*,,35.7,35.7,51,30.6,45.9,35.7,25.5,20.4,20.4,25.5,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA06,Age group,40-44,13.2,21.7,20.7,22.4,26.1,29.5,36.2,38,39,64.4,311.1,*,*,*,*,*,*,*,*,*,,,45.9,30.6,35.7,35.7,35.7,35.7,30.6,25.5,25.5,20.4,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA07,Age group,45-49,13.9,20.7,16,15.7,33.3,35.3,36.7,43.5,49.8,54,318.9,**,*,*,*,*,*,*,*,*,*,,66.3,45.9,40.8,45.9,40.8,35.7,30.6,30.6,30.6,20.4,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA08,Age group,50-54,22.6,18.6,14.3,14.5,26,26.7,34.1,39,37.5,44.7,277.9,*,**,*,*,*,*,*,*,*,*,,35.7,51,40.8,45.9,30.6,35.7,30.6,25.5,25.5,20.4,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA09,Age group,55-59,17.4,22.4,21.7,22.7,19.4,28.7,26.3,24.5,29.4,31.1,243.5,*,*,*,*,*,*,*,*,*,*,,45.9,40.8,40.8,35.7,30.6,30.6,45.9,35.7,35.7,30.6,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA10,Age group,60-64,16.4,21.5,27,22.5,20.6,18.2,19.1,13,24.2,31.8,214.4,*,*,*,*,*,*,*,*,*,*,,40.8,30.6,30.6,30.6,35.7,40.8,35.7,40.8,30.6,30.6,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PA11,Age group,65 +,8.2,13.8,129,139.4,73.1,40.7,31.5,27.6,23.5,21.8,508.7,**,*,,,*,*,*,*,*,*,,61.2,45.9,15.3,10.2,20.4,30.6,30.6,30.6,35.7,45.9,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PE01,Ethnicity,European,213,229.6,235.9,256.7,247,244.3,259.4,260.6,278.5,288,2513,,,,,,,,,,,,15.3,10.2,10.2,10.2,10.2,15.3,10.2,10.2,10.2,10.2,5.1,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PE02,Ethnicity,Maori,54,53.7,36.7,43.5,51.9,46.1,40.2,38.9,29,23.1,417.1,*,*,*,*,*,*,*,*,*,*,,30.6,20.4,35.7,30.6,25.5,30.6,30.6,30.6,40.8,40.8,0,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PE03,Ethnicity,Asian,54.5,45.7,24.6,24.2,28.3,27.2,29.1,24.6,17.5,14.2,289.7,*,*,*,*,*,*,*,*,*,*,,25.5,25.5,35.7,45.9,30.6,45.9,35.7,35.7,45.9,45.9,15.3,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PE04,Ethnicity,Pacific people,28.7,36.5,21.4,14.6,25,21,15.9,22.7,10.8,6.1,202.8,*,*,*,*,*,*,**,*,**,**,,35.7,35.7,45.9,45.9,45.9,35.7,51,35.7,51,71.4,15.3,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PE05,Ethnicity,MELAA,6.1,,,4.2,2.5,4.8,,,1.9,2.5,26.7,**,S,S,***,**,**,S,S,**,**,**,71.4,,,102,86.7,86.7,,,91.8,96.9,56.1,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PE06,Ethnicity,Other ethnic group,5.7,12.9,11.3,9.8,8.7,8.7,12.6,11.4,12.4,10.7,104.3,**,**,**,**,**,**,**,**,**,**,*,66.3,76.5,71.4,76.5,76.5,71.4,61.2,86.7,51,76.5,45.9,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PQ01,Highest qualification,No qualification,110.7,65.3,98.9,100.9,79.1,70.4,47.4,32.4,33.5,14,652.6,,*,*,,,*,*,*,*,**,,15.3,25.5,20.4,15.3,20.4,25.5,25.5,30.6,35.7,51,5.1,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
T10,2009,PQ02,Highest qualification,Level 1 -Level 3 Certificate,114.7,128.3,86.5,92,104.4,95.1,108.3,94,68,54.2,945.7,,,,,,,,,*,*,,15.3,15.3,20.4,15.3,15.3,20.4,15.3,20.4,20.4,25.5,5.1,"Under    $2,000","$2,000 To   $10,999","$11,000 To   $15,899","$15,900 To   $22,399","$22,400 To   $29,899","$29,900 To   $37,399","$37,400 To   $45,599","$45,600 To   $55,899","$55,900 To   $74,999","$75,000 and Over"
